textID	ID(seq)		word	lemma	PoS
-----	-----		-----	-----	-----

1124	771613032	contacto	contacto	nms    
1124	771613033	con	con	e
1124	771613034	la	la	ld-fs
1124	771613035	mayor	mayor	jms    
1124	771613036	cantidad	cantidad	nfs    
1124	771613037	de	de	e
1124	771613038	gente	gente	nfs    
1124	771613039	posible	posible	jms    
1124	771613040	,	$,	y
1124	771613041	dijo	decir	vis-3s
1124	771613042	el	el	ld-ms
1124	771613043	gobernador	gobernador	nms    
1124	771613044	.	$.	y
1124	771613045	Acompañamiento	acompañamiento	o
1124	771613046	Por	por	r
1124	771613047	otra	otra	r
1124	771613048	parte	parte	r
1124	771613049	,	$,	y
1124	771613050	señaló	señalar	vis-3s
1124	771613051	que	que	cs
1124	771613052	se	se	po
1124	771613053	reunió	reunir	vis-3s
1124	771613054	con	con	e
1124	771613055	familiares	familiar	nmp    
1124	771613056	de	de	e
1124	771613057	Aldo	aldo	o
1124	771613058	Pil	pil	o
1124	771613059	y	y	cc
1124	771613060	Paola	paola	o
1124	771613061	Alegría	alegría	o
1124	771613062	,	$,	y
1124	771613063	dos	dos	mc
1124	771613064	personas	persona	nfp    
1124	771613065	que	que	cs
1124	771613066	perdieron	perder	vis-3p
1124	771613067	la	la	ld-fs
1124	771613068	vida	vida	nfs    
1124	771613069	trágicamente	trágicamente	r
1124	771613070	en	en	e
1124	771613071	los	el	ld-mp
1124	771613072	últimos	último	jmp    
1124	771613073	días	día	nmp    
1124	771613074	en	en	e
1124	771613075	esa	ese	dd-
1124	771613076	localidad	localidad	nfs    
1124	771613077	.	$.	y
1124	771613078	Me	yo	po
1124	771613079	reuní	reunir	vis-1s
1124	771613080	con	con	e
1124	771613081	las	la	ld-fp
1124	771613082	familias	familia	nfp    
1124	771613083	.	$.	y
1124	771613084	Les	le	po
1124	771613085	transmití	transmitir	vis-1s
1124	771613086	todo	todo	dxms-ind-
1124	771613087	mi	mi	dp-
1124	771613088	apoyo	apoyo	nms    
1124	771613089	y	y	cc
1124	771613090	el	el	ld-ms
1124	771613091	acompañamiento	acompañamiento	nms    
1124	771613092	de	de	e
1124	771613093	el	el	ld-ms
1124	771613094	Estado	estado	o
1124	771613095	provincial	provincial	jms    
1124	771613096	,	$,	y
1124	771613097	dijo	decir	vis-3s
1124	771613098	el	el	ld-ms
1124	771613099	mandatario	mandatario	nms    
1124	771613100	@	@	n
1124	771613101	@	@	n
1124	771613102	@	@	n
1124	771613103	@	@	n
1124	771613104	@	@	n
1124	771613105	@	@	n
1124	771613106	@	@	n
1124	771613107	@	@	n
1124	771613108	@	@	n
1124	771613109	@	@	n
1124	771613110	y	y	cc
1124	771613111	dirán	decir	vif-3p
1124	771613112	qué	qué	pq-3cn
1124	771613113	pasó	pasar	vis-3s
1124	771613114	en	en	r
1124	771613115	verdad	verdad	r
1124	771613116	serán	ser	vif-3p
1124	771613117	los	el	ld-mp
1124	771613118	jueces	juez	nmp    
1124	771613119	.	$.	y
1124	771613120	Educación	educación	nfs    
1124	771613121	Finalmente	finalmente	r
1124	771613122	,	$,	y
1124	771613123	el	el	ld-ms
1124	771613124	gobernador	gobernador	nms    
1124	771613125	destacó	destacar	vis-3s
1124	771613126	que	que	cs
1124	771613127	están	estar	vip-3p
1124	771613128	muy	muy	r
1124	771613129	avanzados	avanzado	jmp    
1124	771613130	los	el	ld-mp
1124	771613131	arreglos	arreglo	nmp    
1124	771613132	que	que	cs
1124	771613133	se	se	po
1124	771613134	ejecutan	ejecutar	vip-3p
1124	771613135	en	en	e
1124	771613136	el	el	ld-ms
1124	771613137	Centro=de=Educación=Técnica=Nº	centro=de=educación=técnica=nº	o
1124	771613138	12	12	m$
1124	771613139	de	de	e
1124	771613140	la	la	ld-fs
1124	771613141	localidad	localidad	nfs    
1124	771613142	.	$.	y
1124	771613143	Nos	nosotros	po
1124	771613144	habíamos	haber	v
1124	771613145	comprometido	comprometer	vps-ms
1124	771613146	a	a	e
1124	771613147	resolver	resolver	vr
1124	771613148	el	el	ld-ms
1124	771613149	problema	problema	nms    
1124	771613150	de	de	e
1124	771613151	el	el	ld-ms
1124	771613152	techo	techo	nms    
1124	771613153	.	$.	y
1124	771613154	Hoy	hoy	r
1124	771613155	vinimos	venir	vis-1p
1124	771613156	y	y	cc
1124	771613157	verificamos	verificar	vip-1p/vis-1p
1124	771613158	las	la	ld-fp
1124	771613159	obras	obra	nfp    
1124	771613160	que	que	cs
1124	771613161	están	estar	vip-3p
1124	771613162	en	en	r
1124	771613163	marcha	marcha	r
1124	771613164	y	y	cc
1124	771613165	muy	muy	r
1124	771613166	avanzadas	avanzado	jfp    
1124	771613167	,	$,	y
1124	771613168	dijo	decir	vis-3s
1124	771613169	el	el	ld-ms
1124	771613170	mandatario	mandatario	nms    
1124	771613171	,	$,	y
1124	771613172	quien	quien	pr-3cs
1124	771613173	además	además	r
1124	771613174	anunció	anunciar	vis-3s
1124	771613175	que	que	cs
1124	771613176	luego	luego	r
1124	771613177	se	se	po
1124	771613178	trabajará	trabajar	vif-3s
1124	771613179	en	en	e
1124	771613180	el	el	ld-ms
1124	771613181	reacondicionamiento	reacondicionamiento	n
1124	771613182	de	de	e
1124	771613183	la	la	ld-fs
1124	771613184	instalación	instalación	nfs    
1124	771613185	eléctrica	eléctrico	jfs    
1124	771613186	de	de	e
1124	771613187	el	el	ld-ms
1124	771613188	edificio	edificio	nms    
1124	771613189	.	$.	y
1124	771613190	Días	día	nmp    
1124	771613191	pasados	pasado	jmp    
1124	771613192	la	la	ld-fs
1124	771613193	Casa	casa	o
1124	771613194	de	de	e
1124	771613195	Gobierno	gobierno	o
1124	771613196	provincial	provincial	jms    
1124	771613197	fue	ser	vis-3s
1124	771613198	testigo	testigo	nms    
1124	771613199	de	de	e
1124	771613200	el	el	ld-ms
1124	771613201	enojo	enojo	nms    
1124	771613202	de	de	e
1124	771613203	el	el	ld-ms
1124	771613204	gobernador	gobernador	nms    
1124	771613205	,	$,	y
1124	771613206	quien	quien	pr-3cs
1124	771613207	no	no	r
1124	771613208	dudó	dudar	vis-3s
1124	771613209	en	en	e
1124	771613210	retar	retar	vr
1124	771613211	a	a	e
1124	771613212	su	su	dp-
1124	771613213	ministro	ministro	nms    
1124	771613214	de	de	e
1124	771613215	Gobierno	gobierno	nms    
1124	771613216	,	$,	y
1124	771613217	el	el	ld-ms
1124	771613218	psiquiatra	psiquiatra	nms    
1124	771613219	Luis	luis	o
1124	771613220	Di	di	o
1124	771613221	Giáccomo	giáccomo	o
1124	771613222	,	$,	y
1124	771613223	y	y	cc
1124	771613224	a	a	e
1124	771613225	el	el	ld-ms
1124	771613226	secretario	secretario	nms    
1124	771613227	General	general	jms    
1124	771613228	de	de	e
1124	771613229	la	la	ld-fs
1124	771613230	Gobernación	gobernación	nfs    
1124	771613231	,	$,	y
1124	771613232	el	el	ld-ms
1124	771613233	ex	ex	b
1124	771613234	pichetista	pichetisto	j
1124	771613235	Hugo	hugo	o
1124	771613236	Lastra	lastra	o
1124	771613237	.	$.	y
1124	771613238	Todo	todo	dxms-ind-
1124	771613239	sucedió	suceder	vis-3s
1124	771613240	luego	luego	r
1124	771613241	de	de	e
1124	771613242	que	que	cs
1124	771613243	Alberto	alberto	o
1124	771613244	leyera	leer	vsi-1/3s
1124	771613245	una	un	li-fs
1124	771613246	carta	carta	nfs    
1124	771613247	de	de	e
1124	771613248	Ampliar	ampliar	o
